Year,Cause of Death,State,Age Range,Benchmark,Locality,Observed Deaths,Population,Expected Deaths,Potentially Excess Deaths,Percent Potentially Excess Deaths
2011,Heart Disease,VA,0-79,2005 Fixed,All,6435,7836150,5695,740,11.5
2011,Heart Disease,VA,0-79,2005 Fixed,Metropolitan,4873,6817613,4685,262,5.4
2011,Heart Disease,VA,0-79,2005 Fixed,Nonmetropolitan,1562,1018537,1010,552,35.3
2011,Stroke,VA,0-79,2005 Fixed,All,1395,7836150,1102,293,21
2011,Stroke,VA,0-79,2005 Fixed,Metropolitan,1078,6817613,902,176,16.3
2011,Stroke,VA,0-79,2005 Fixed,Nonmetropolitan,317,1018537,200,117,36.9
2011,Unintentional Injury,VA,0-79,2005 Fixed,All,2153,7836150,1464,689,32
2011,Unintentional Injury,VA,0-79,2005 Fixed,Metropolitan,1632,6817613,1261,371,22.7
2011,Unintentional Injury,VA,0-79,2005 Fixed,Nonmetropolitan,521,1018537,203,318,61
2011,Cancer,WA,0-79,2005 Fixed,All,8139,6594421,7777,431,5.3
2011,Cancer,WA,0-79,2005 Fixed,Metropolitan,7028,5915654,6735,371,5.3
2011,Cancer,WA,0-79,2005 Fixed,Nonmetropolitan,1111,678767,1042,91,8.2
2011,Chronic Lower Respiratory Disease,WA,0-79,2005 Fixed,All,1618,6594421,1111,507,31.3
2011,Chronic Lower Respiratory Disease,WA,0-79,2005 Fixed,Metropolitan,1362,5915654,953,409,30
2011,Chronic Lower Respiratory Disease,WA,0-79,2005 Fixed,Nonmetropolitan,256,678767,158,98,38.3
2011,Heart Disease,WA,0-79,2005 Fixed,All,4502,6594421,4780,20,0.4
2011,Heart Disease,WA,0-79,2005 Fixed,Metropolitan,3836,5915654,4135,6,0.2
2011,Heart Disease,WA,0-79,2005 Fixed,Nonmetropolitan,666,678767,645,59,8.9
2011,Stroke,WA,0-79,2005 Fixed,All,893,6594421,924,55,6.2
2011,Stroke,WA,0-79,2005 Fixed,Metropolitan,777,5915654,796,38,4.9
2011,Stroke,WA,0-79,2005 Fixed,Nonmetropolitan,116,678767,129,16,13.8
2011,Unintentional Injury,WA,0-79,2005 Fixed,All,1999,6594421,1228,783,39.2
2011,Unintentional Injury,WA,0-79,2005 Fixed,Metropolitan,1729,5915654,1095,648,37.5
2011,Unintentional Injury,WA,0-79,2005 Fixed,Nonmetropolitan,270,678767,133,137,50.7
2011,Cancer,WV,0-79,2005 Fixed,All,3521,1775718,2581,943,26.8
2011,Cancer,WV,0-79,2005 Fixed,Metropolitan,2019,1088745,1518,505,25
2011,Cancer,WV,0-79,2005 Fixed,Nonmetropolitan,1502,686973,1063,439,29.2
2011,Chronic Lower Respiratory Disease,WV,0-79,2005 Fixed,All,949,1775718,385,564,59.4
2011,Chronic Lower Respiratory Disease,WV,0-79,2005 Fixed,Metropolitan,541,1088745,225,316,58.4
2011,Chronic Lower Respiratory Disease,WV,0-79,2005 Fixed,Nonmetropolitan,408,686973,160,248,60.8
2011,Heart Disease,WV,0-79,2005 Fixed,All,2414,1775718,1601,813,33.7
2011,Heart Disease,WV,0-79,2005 Fixed,Metropolitan,1363,1088745,941,422,31
2011,Heart Disease,WV,0-79,2005 Fixed,Nonmetropolitan,1051,686973,661,390,37.1
2011,Stroke,WV,0-79,2005 Fixed,All,459,1775718,315,144,31.4
2011,Stroke,WV,0-79,2005 Fixed,Metropolitan,260,1088745,185,75,28.8
2011,Stroke,WV,0-79,2005 Fixed,Nonmetropolitan,199,686973,130,69,34.7
2011,Unintentional Injury,WV,0-79,2005 Fixed,All,1205,1775718,347,858,71.2
2011,Unintentional Injury,WV,0-79,2005 Fixed,Metropolitan,693,1088745,211,482,69.6
2011,Unintentional Injury,WV,0-79,2005 Fixed,Nonmetropolitan,512,686973,136,376,73.4
2011,Cancer,WI,0-79,2005 Fixed,All,7741,5472056,6773,968,12.5
2011,Cancer,WI,0-79,2005 Fixed,Metropolitan,5249,4038386,4675,580,11
2011,Cancer,WI,0-79,2005 Fixed,Nonmetropolitan,2492,1433670,2098,394,15.8
2011,Chronic Lower Respiratory Disease,WI,0-79,2005 Fixed,All,1226,5472056,984,242,19.7
2011,Chronic Lower Respiratory Disease,WI,0-79,2005 Fixed,Metropolitan,816,4038386,669,147,18
2011,Chronic Lower Respiratory Disease,WI,0-79,2005 Fixed,Nonmetropolitan,410,1433670,314,96,23.4
2011,Heart Disease,WI,0-79,2005 Fixed,All,4573,5472056,4196,399,8.7
2011,Heart Disease,WI,0-79,2005 Fixed,Metropolitan,3163,4038386,2888,301,9.5
2011,Heart Disease,WI,0-79,2005 Fixed,Nonmetropolitan,1410,1433670,1308,105,7.4
2011,Stroke,WI,0-79,2005 Fixed,All,888,5472056,816,72,8.1
2011,Stroke,WI,0-79,2005 Fixed,Metropolitan,637,4038386,559,78,12.2
2011,Stroke,WI,0-79,2005 Fixed,Nonmetropolitan,251,1433670,258,3,1.2
2011,Unintentional Injury,WI,0-79,2005 Fixed,All,1795,5472056,1026,769,42.8
2011,Unintentional Injury,WI,0-79,2005 Fixed,Metropolitan,1266,4038386,748,518,40.9
2011,Unintentional Injury,WI,0-79,2005 Fixed,Nonmetropolitan,529,1433670,278,251,47.4
2011,Cancer,WY,0-79,2005 Fixed,All,656,549606,667,8,1.2
2011,Cancer,WY,0-79,2005 Fixed,Metropolitan,204,163023,195,14,6.9
2011,Cancer,WY,0-79,2005 Fixed,Nonmetropolitan,452,386583,472,6,1.3
2011,Chronic Lower Respiratory Disease,WY,0-79,2005 Fixed,All,167,549606,96,73,43.7
2011,Chronic Lower Respiratory Disease,WY,0-79,2005 Fixed,Metropolitan,58,163023,28,31,53.4
2011,Chronic Lower Respiratory Disease,WY,0-79,2005 Fixed,Nonmetropolitan,109,386583,68,42,38.5
2011,Heart Disease,WY,0-79,2005 Fixed,All,497,549606,410,87,17.5
2011,Heart Disease,WY,0-79,2005 Fixed,Metropolitan,177,163023,120,57,32.2
2011,Heart Disease,WY,0-79,2005 Fixed,Nonmetropolitan,320,386583,290,47,14.7
2011,Stroke,WY,0-79,2005 Fixed,All,87,549606,80,11,12.6
2011,Stroke,WY,0-79,2005 Fixed,Metropolitan,25,163023,23,4,16
2011,Stroke,WY,0-79,2005 Fixed,Nonmetropolitan,62,386583,56,8,12.9
2011,Unintentional Injury,WY,0-79,2005 Fixed,All,257,549606,102,155,60.3
2011,Unintentional Injury,WY,0-79,2005 Fixed,Metropolitan,70,163023,30,43,61.4
2011,Unintentional Injury,WY,0-79,2005 Fixed,Nonmetropolitan,187,386583,72,115,61.5
2012,Cancer,AL,0-79,2005 Fixed,All,7776,4651620,6047,1729,22.2
2012,Cancer,AL,0-79,2005 Fixed,Metropolitan,5627,3533154,4441,1187,21.1
2012,Cancer,AL,0-79,2005 Fixed,Nonmetropolitan,2149,1118466,1607,542,25.2
2012,Chronic Lower Respiratory Disease,AL,0-79,2005 Fixed,All,1875,4651620,896,979,52.2
2012,Chronic Lower Respiratory Disease,AL,0-79,2005 Fixed,Metropolitan,1254,3533154,653,601,47.9
2012,Chronic Lower Respiratory Disease,AL,0-79,2005 Fixed,Nonmetropolitan,621,1118466,243,378,60.9
2012,Heart Disease,AL,0-79,2005 Fixed,All,6682,4651620,3753,2929,43.8
2012,Heart Disease,AL,0-79,2005 Fixed,Metropolitan,4630,3533154,2752,1878,40.6
2012,Heart Disease,AL,0-79,2005 Fixed,Nonmetropolitan,2052,1118466,1001,1051,51.2
2012,Stroke,AL,0-79,2005 Fixed,All,1327,4651620,739,588,44.3
2012,Stroke,AL,0-79,2005 Fixed,Metropolitan,918,3533154,540,378,41.2
2012,Stroke,AL,0-79,2005 Fixed,Nonmetropolitan,409,1118466,199,210,51.3
2012,Unintentional Injury,AL,0-79,2005 Fixed,All,1977,4651620,880,1097,55.5
2012,Unintentional Injury,AL,0-79,2005 Fixed,Metropolitan,1433,3533154,665,768,53.6
2012,Unintentional Injury,AL,0-79,2005 Fixed,Nonmetropolitan,544,1118466,216,328,60.3
2012,Cancer,AK,0-79,2005 Fixed,All,749,719549,706,51,6.8
2012,Cancer,AK,0-79,2005 Fixed,Metropolitan,493,485164,450,45,9.1
2012,Cancer,AK,0-79,2005 Fixed,Nonmetropolitan,256,234385,257,14,5.5
2012,Chronic Lower Respiratory Disease,AK,0-79,2005 Fixed,All,122,719549,94,30,24.6
2012,Chronic Lower Respiratory Disease,AK,0-79,2005 Fixed,Metropolitan,82,485164,60,24,29.3
2012,Chronic Lower Respiratory Disease,AK,0-79,2005 Fixed,Nonmetropolitan,40,234385,35,8,20
2012,Heart Disease,AK,0-79,2005 Fixed,All,456,719549,426,74,16.2
2012,Heart Disease,AK,0-79,2005 Fixed,Metropolitan,270,485164,271,34,12.6
2012,Heart Disease,AK,0-79,2005 Fixed,Nonmetropolitan,186,234385,155,44,23.7
2012,Stroke,AK,0-79,2005 Fixed,All,92,719549,80,14,15.2
2012,Stroke,AK,0-79,2005 Fixed,Metropolitan,57,485164,51,15,26.3
2012,Stroke,AK,0-79,2005 Fixed,Nonmetropolitan,35,234385,29,11,31.4
2012,Unintentional Injury,AK,0-79,2005 Fixed,All,340,719549,129,211,62.1
2012,Unintentional Injury,AK,0-79,2005 Fixed,Metropolitan,192,485164,86,106,55.2
2012,Unintentional Injury,AK,0-79,2005 Fixed,Nonmetropolitan,148,234385,42,106,71.6
2012,Cancer,AZ,0-79,2005 Fixed,All,7881,6313636,8071,245,3.1
2012,Cancer,AZ,0-79,2005 Fixed,Metropolitan,7441,5978749,7594,238,3.2
2012,Cancer,AZ,0-79,2005 Fixed,Nonmetropolitan,440,334887,477,11,2.5
2012,Chronic Lower Respiratory Disease,AZ,0-79,2005 Fixed,All,1736,6313636,1216,520,30
2012,Chronic Lower Respiratory Disease,AZ,0-79,2005 Fixed,Metropolitan,1636,5978749,1142,494,30.2
2012,Chronic Lower Respiratory Disease,AZ,0-79,2005 Fixed,Nonmetropolitan,100,334887,74,26,26
2012,Heart Disease,AZ,0-79,2005 Fixed,All,5067,6313636,5032,429,8.5
2012,Heart Disease,AZ,0-79,2005 Fixed,Metropolitan,4757,5978749,4734,390,8.2
2012,Heart Disease,AZ,0-79,2005 Fixed,Nonmetropolitan,310,334887,298,40,12.9
2012,Stroke,AZ,0-79,2005 Fixed,All,884,6313636,1002,66,7.5
2012,Stroke,AZ,0-79,2005 Fixed,Metropolitan,823,5978749,942,62,7.5
2012,Stroke,AZ,0-79,2005 Fixed,Nonmetropolitan,61,334887,60,5,8.2
2012,Unintentional Injury,AZ,0-79,2005 Fixed,All,2390,6313636,1181,1209,50.6
2012,Unintentional Injury,AZ,0-79,2005 Fixed,Metropolitan,2128,5978749,1118,1010,47.5
2012,Unintentional Injury,AZ,0-79,2005 Fixed,Nonmetropolitan,262,334887,63,199,76
2012,Cancer,AR,0-79,2005 Fixed,All,4850,2838776,3715,1135,23.4
2012,Cancer,AR,0-79,2005 Fixed,Metropolitan,2596,1732305,2064,534,20.6
2012,Cancer,AR,0-79,2005 Fixed,Nonmetropolitan,2254,1106471,1651,604,26.8
2012,Chronic Lower Respiratory Disease,AR,0-79,2005 Fixed,All,1187,2838776,557,630,53.1
2012,Chronic Lower Respiratory Disease,AR,0-79,2005 Fixed,Metropolitan,635,1732305,304,331,52.1
2012,Chronic Lower Respiratory Disease,AR,0-79,2005 Fixed,Nonmetropolitan,552,1106471,253,299,54.2
2012,Heart Disease,AR,0-79,2005 Fixed,All,3998,2838776,2313,1685,42.1
2012,Heart Disease,AR,0-79,2005 Fixed,Metropolitan,2124,1732305,1280,844,39.7
2012,Heart Disease,AR,0-79,2005 Fixed,Nonmetropolitan,1874,1106471,1033,841,44.9
2012,Stroke,AR,0-79,2005 Fixed,All,783,2838776,459,324,41.4
2012,Stroke,AR,0-79,2005 Fixed,Metropolitan,406,1732305,252,154,37.9
2012,Stroke,AR,0-79,2005 Fixed,Nonmetropolitan,377,1106471,207,170,45.1
2012,Unintentional Injury,AR,0-79,2005 Fixed,All,1235,2838776,535,700,56.7
2012,Unintentional Injury,AR,0-79,2005 Fixed,Metropolitan,622,1732305,320,302,48.6
2012,Unintentional Injury,AR,0-79,2005 Fixed,Nonmetropolitan,613,1106471,214,399,65.1
2012,Cancer,CA,0-79,2005 Fixed,All,39153,36773341,40491,573,1.5
2012,Cancer,CA,0-79,2005 Fixed,Metropolitan,37770,35974861,39222,510,1.4
2012,Cancer,CA,0-79,2005 Fixed,Nonmetropolitan,1383,798480,1270,118,8.5
2012,Chronic Lower Respiratory Disease,CA,0-79,2005 Fixed,All,6144,36773341,5818,335,5.5
2012,Chronic Lower Respiratory Disease,CA,0-79,2005 Fixed,Metropolitan,5837,35974861,5628,222,3.8
2012,Chronic Lower Respiratory Disease,CA,0-79,2005 Fixed,Nonmetropolitan,307,798480,190,117,38.1
2012,Heart Disease,CA,0-79,2005 Fixed,All,25266,36773341,25032,1272,5
2012,Heart Disease,CA,0-79,2005 Fixed,Metropolitan,24376,35974861,24250,1179,4.8
2012,Heart Disease,CA,0-79,2005 Fixed,Nonmetropolitan,890,798480,782,113,12.7
2012,Stroke,CA,0-79,2005 Fixed,All,5314,36773341,4865,606,11.4
2012,Stroke,CA,0-79,2005 Fixed,Metropolitan,5164,35974861,4710,602,11.7
2012,Stroke,CA,0-79,2005 Fixed,Nonmetropolitan,150,798480,154,15,10
2012,Unintentional Injury,CA,0-79,2005 Fixed,All,8940,36773341,6748,2437,27.3
2012,Unintentional Injury,CA,0-79,2005 Fixed,Metropolitan,8505,35974861,6589,2172,25.5
2012,Unintentional Injury,CA,0-79,2005 Fixed,Nonmetropolitan,435,798480,158,277,63.7
2012,Cancer,CO,0-79,2005 Fixed,All,5139,5034372,5689,2,0
2012,Cancer,CO,0-79,2005 Fixed,Metropolitan,4355,4373054,4783,3,0.1
2012,Cancer,CO,0-79,2005 Fixed,Nonmetropolitan,784,661318,905,6,0.8
2012,Chronic Lower Respiratory Disease,CO,0-79,2005 Fixed,All,1129,5034372,806,323,28.6
2012,Chronic Lower Respiratory Disease,CO,0-79,2005 Fixed,Metropolitan,915,4373054,674,241,26.3
2012,Chronic Lower Respiratory Disease,CO,0-79,2005 Fixed,Nonmetropolitan,214,661318,132,82,38.3
2012,Heart Disease,CO,0-79,2005 Fixed,All,2935,5034372,3490,13,0.4
2012,Heart Disease,CO,0-79,2005 Fixed,Metropolitan,2416,4373054,2933,15,0.6
2012,Heart Disease,CO,0-79,2005 Fixed,Nonmetropolitan,519,661318,557,26,5
2012,Stroke,CO,0-79,2005 Fixed,All,622,5034372,673,20,3.2
2012,Stroke,CO,0-79,2005 Fixed,Metropolitan,542,4373054,564,20,3.7
2012,Stroke,CO,0-79,2005 Fixed,Nonmetropolitan,80,661318,109,0,0
2012,Unintentional Injury,CO,0-79,2005 Fixed,All,1759,5034372,927,832,47.3
2012,Unintentional Injury,CO,0-79,2005 Fixed,Metropolitan,1456,4373054,801,659,45.3
2012,Unintentional Injury,CO,0-79,2005 Fixed,Nonmetropolitan,303,661318,127,176,58.1
2012,Cancer,CT,0-79,2005 Fixed,All,4242,3426933,4380,3,0.1
2012,Cancer,CT,0-79,2005 Fixed,Metropolitan,4005,3248718,4110,2,0
2012,Cancer,CT,0-79,2005 Fixed,Nonmetropolitan,237,178215,270,6,2.5
2012,Chronic Lower Respiratory Disease,CT,0-79,2005 Fixed,All,592,3426933,631,12,2
2012,Chronic Lower Respiratory Disease,CT,0-79,2005 Fixed,Metropolitan,547,3248718,592,9,1.6
2012,Chronic Lower Respiratory Disease,CT,0-79,2005 Fixed,Nonmetropolitan,45,178215,39,7,15.6
2012,Heart Disease,CT,0-79,2005 Fixed,All,2644,3426933,2705,129,4.9
2012,Heart Disease,CT,0-79,2005 Fixed,Metropolitan,2483,3248718,2539,119,4.8
2012,Heart Disease,CT,0-79,2005 Fixed,Nonmetropolitan,161,178215,166,17,10.6
2012,Stroke,CT,0-79,2005 Fixed,All,393,3426933,523,16,4.1
2012,Stroke,CT,0-79,2005 Fixed,Metropolitan,381,3248718,491,16,4.2
2012,Stroke,CT,0-79,2005 Fixed,Nonmetropolitan,12,178215,32,0,0
2012,Unintentional Injury,CT,0-79,2005 Fixed,All,962,3426933,650,328,34.1
2012,Unintentional Injury,CT,0-79,2005 Fixed,Metropolitan,894,3248718,615,295,33
2012,Unintentional Injury,CT,0-79,2005 Fixed,Nonmetropolitan,68,178215,35,33,48.5
2012,Cancer,DE,0-79,2005 Fixed,All,1345,882092,1184,166,12.3
2012,Cancer,DE,0-79,2005 Fixed,Metropolitan,1345,882092,1184,166,12.3
2012,Cancer,DE,0-79,2005 Fixed,Nonmetropolitan,,,,,
2012,Chronic Lower Respiratory Disease,DE,0-79,2005 Fixed,All,228,882092,176,52,22.8
2012,Chronic Lower Respiratory Disease,DE,0-79,2005 Fixed,Metropolitan,228,882092,176,52,22.8
2012,Chronic Lower Respiratory Disease,DE,0-79,2005 Fixed,Nonmetropolitan,,,,,
2012,Heart Disease,DE,0-79,2005 Fixed,All,816,882092,735,128,15.7
2012,Heart Disease,DE,0-79,2005 Fixed,Metropolitan,816,882092,735,128,15.7
2012,Heart Disease,DE,0-79,2005 Fixed,Nonmetropolitan,,,,,
2012,Stroke,DE,0-79,2005 Fixed,All,156,882092,145,25,16
2012,Stroke,DE,0-79,2005 Fixed,Metropolitan,156,882092,145,25,16
2012,Stroke,DE,0-79,2005 Fixed,Nonmetropolitan,,,,,
2012,Unintentional Injury,DE,0-79,2005 Fixed,All,304,882092,168,139,45.7
2012,Unintentional Injury,DE,0-79,2005 Fixed,Metropolitan,304,882092,168,139,45.7
2012,Unintentional Injury,DE,0-79,2005 Fixed,Nonmetropolitan,,,,,
2012,Cancer,FL,0-79,2005 Fixed,All,28617,18340410,27200,2304,8.1
2012,Cancer,FL,0-79,2005 Fixed,Metropolitan,27219,17664782,26181,1986,7.3
2012,Cancer,FL,0-79,2005 Fixed,Nonmetropolitan,1398,675628,1019,379,27.1
2012,Chronic Lower Respiratory Disease,FL,0-79,2005 Fixed,All,5296,18340410,4164,1132,21.4
2012,Chronic Lower Respiratory Disease,FL,0-79,2005 Fixed,Metropolitan,4965,17664782,4008,957,19.3
2012,Chronic Lower Respiratory Disease,FL,0-79,2005 Fixed,Nonmetropolitan,331,675628,155,176,53.2
2012,Heart Disease,FL,0-79,2005 Fixed,All,18061,18340410,17055,2215,12.3
2012,Heart Disease,FL,0-79,2005 Fixed,Metropolitan,17191,17664782,16418,1987,11.6
2012,Heart Disease,FL,0-79,2005 Fixed,Nonmetropolitan,870,675628,637,233,26.8
2012,Stroke,FL,0-79,2005 Fixed,All,3396,18340410,3402,409,12
2012,Stroke,FL,0-79,2005 Fixed,Metropolitan,3223,17664782,3275,375,11.6
2012,Stroke,FL,0-79,2005 Fixed,Nonmetropolitan,173,675628,127,46,26.6
2012,Unintentional Injury,FL,0-79,2005 Fixed,All,6494,18340410,3615,2879,44.3
2012,Unintentional Injury,FL,0-79,2005 Fixed,Metropolitan,6112,17664782,3482,2630,43
2012,Unintentional Injury,FL,0-79,2005 Fixed,Nonmetropolitan,382,675628,133,249,65.2
2012,Cancer,GA,0-79,2005 Fixed,All,12297,9661665,10660,1637,13.3
2012,Cancer,GA,0-79,2005 Fixed,Metropolitan,9351,7947897,8368,983,10.5
2012,Cancer,GA,0-79,2005 Fixed,Nonmetropolitan,2946,1713768,2292,654,22.2
2012,Chronic Lower Respiratory Disease,GA,0-79,2005 Fixed,All,2450,9661665,1521,929,37.9
2012,Chronic Lower Respiratory Disease,GA,0-79,2005 Fixed,Metropolitan,1724,7947897,1178,546,31.7
2012,Chronic Lower Respiratory Disease,GA,0-79,2005 Fixed,Nonmetropolitan,726,1713768,343,383,52.8
2012,Heart Disease,GA,0-79,2005 Fixed,All,9026,9661665,6569,2457,27.2
2012,Heart Disease,GA,0-79,2005 Fixed,Metropolitan,6703,7947897,5145,1558,23.2
2012,Heart Disease,GA,0-79,2005 Fixed,Nonmetropolitan,2323,1713768,1424,899,38.7
2012,Stroke,GA,0-79,2005 Fixed,All,1921,9661665,1272,649,33.8
2012,Stroke,GA,0-79,2005 Fixed,Metropolitan,1415,7947897,990,425,30
2012,Stroke,GA,0-79,2005 Fixed,Nonmetropolitan,506,1713768,282,224,44.3
2012,Unintentional Injury,GA,0-79,2005 Fixed,All,3128,9661665,1763,1378,44.1
2012,Unintentional Injury,GA,0-79,2005 Fixed,Metropolitan,2366,7947897,1438,949,40.1
2012,Unintentional Injury,GA,0-79,2005 Fixed,Nonmetropolitan,762,1713768,325,437,57.3
2012,Cancer,HI,0-79,2005 Fixed,All,1527,1327806,1698,32,2.1
2012,Cancer,HI,0-79,2005 Fixed,Metropolitan,1201,1081368,1345,24,2
2012,Cancer,HI,0-79,2005 Fixed,Nonmetropolitan,326,246438,353,12,3.7
2012,Chronic Lower Respiratory Disease,HI,0-79,2005 Fixed,All,143,1327806,248,0,0
2012,Chronic Lower Respiratory Disease,HI,0-79,2005 Fixed,Metropolitan,104,1081368,197,0,0
2012,Chronic Lower Respiratory Disease,HI,0-79,2005 Fixed,Nonmetropolitan,39,246438,51,1,2.6
2012,Heart Disease,HI,0-79,2005 Fixed,All,1097,1327806,1047,145,13.2
2012,Heart Disease,HI,0-79,2005 Fixed,Metropolitan,849,1081368,831,107,12.6
2012,Heart Disease,HI,0-79,2005 Fixed,Nonmetropolitan,248,246438,215,39,15.7
2012,Stroke,HI,0-79,2005 Fixed,All,237,1327806,205,40,16.9
2012,Stroke,HI,0-79,2005 Fixed,Metropolitan,189,1081368,163,33,17.5
2012,Stroke,HI,0-79,2005 Fixed,Nonmetropolitan,48,246438,42,8,16.7
2012,Unintentional Injury,HI,0-79,2005 Fixed,All,356,1327806,252,106,29.8
2012,Unintentional Injury,HI,0-79,2005 Fixed,Metropolitan,263,1081368,205,64,24.3
2012,Unintentional Injury,HI,0-79,2005 Fixed,Nonmetropolitan,93,246438,47,46,49.5
2012,Cancer,ID,0-79,2005 Fixed,All,1841,1542881,1844,26,1.4
2012,Cancer,ID,0-79,2005 Fixed,Metropolitan,1165,1018870,1163,24,2.1
2012,Cancer,ID,0-79,2005 Fixed,Nonmetropolitan,676,524011,681,9,1.3
2012,Chronic Lower Respiratory Disease,ID,0-79,2005 Fixed,All,440,1542881,272,168,38.2
2012,Chronic Lower Respiratory Disease,ID,0-79,2005 Fixed,Metropolitan,257,1018870,169,88,34.2
2012,Chronic Lower Respiratory Disease,ID,0-79,2005 Fixed,Nonmetropolitan,183,524011,102,81,44.3
2012,Heart Disease,ID,0-79,2005 Fixed,All,1130,1542881,1141,35,3.1
2012,Heart Disease,ID,0-79,2005 Fixed,Metropolitan,702,1018870,718,23,3.3
2012,Heart Disease,ID,0-79,2005 Fixed,Nonmetropolitan,428,524011,423,12,2.8
2012,Stroke,ID,0-79,2005 Fixed,All,209,1542881,225,14,6.7
2012,Stroke,ID,0-79,2005 Fixed,Metropolitan,118,1018870,141,11,9.3
2012,Stroke,ID,0-79,2005 Fixed,Nonmetropolitan,91,524011,84,7,7.7
2012,Unintentional Injury,ID,0-79,2005 Fixed,All,506,1542881,281,225,44.5
2012,Unintentional Injury,ID,0-79,2005 Fixed,Metropolitan,298,1018870,184,114,38.3
2012,Unintentional Injury,ID,0-79,2005 Fixed,Nonmetropolitan,208,524011,97,111,53.4
2012,Cancer,IL,0-79,2005 Fixed,All,16957,12395739,14617,2340,13.8
2012,Cancer,IL,0-79,2005 Fixed,Metropolitan,14307,10962851,12509,1798,12.6
2012,Cancer,IL,0-79,2005 Fixed,Nonmetropolitan,2650,1432888,2108,545,20.6
2012,Chronic Lower Respiratory Disease,IL,0-79,2005 Fixed,All,2692,12395739,2117,575,21.4
2012,Chronic Lower Respiratory Disease,IL,0-79,2005 Fixed,Metropolitan,2083,10962851,1797,286,13.7
2012,Chronic Lower Respiratory Disease,IL,0-79,2005 Fixed,Nonmetropolitan,609,1432888,320,289,47.5
2012,Heart Disease,IL,0-79,2005 Fixed,All,11386,12395739,9044,2342,20.6
2012,Heart Disease,IL,0-79,2005 Fixed,Metropolitan,9697,10962851,7727,1970,20.3
2012,Heart Disease,IL,0-79,2005 Fixed,Nonmetropolitan,1689,1432888,1318,371,22
2012,Stroke,IL,0-79,2005 Fixed,All,2044,12395739,1761,283,13.8
2012,Stroke,IL,0-79,2005 Fixed,Metropolitan,1690,10962851,1499,191,11.3
2012,Stroke,IL,0-79,2005 Fixed,Nonmetropolitan,354,1432888,262,92,26
2012,Unintentional Injury,IL,0-79,2005 Fixed,All,3558,12395739,2302,1268,35.6
2012,Unintentional Injury,IL,0-79,2005 Fixed,Metropolitan,2966,10962851,2023,967,32.6
2012,Unintentional Injury,IL,0-79,2005 Fixed,Nonmetropolitan,592,1432888,280,312,52.7
2012,Cancer,IN,0-79,2005 Fixed,All,9611,6295298,7666,1945,20.2
2012,Cancer,IN,0-79,2005 Fixed,Metropolitan,7101,4884048,5727,1374,19.3
2012,Cancer,IN,0-79,2005 Fixed,Nonmetropolitan,2510,1411250,1938,572,22.8
2012,Chronic Lower Respiratory Disease,IN,0-79,2005 Fixed,All,2251,6295298,1118,1133,50.3
2012,Chronic Lower Respiratory Disease,IN,0-79,2005 Fixed,Metropolitan,1616,4884048,828,788,48.8
2012,Chronic Lower Respiratory Disease,IN,0-79,2005 Fixed,Nonmetropolitan,635,1411250,290,345,54.3
2012,Heart Disease,IN,0-79,2005 Fixed,All,6558,6295298,4744,1814,27.7
2012,Heart Disease,IN,0-79,2005 Fixed,Metropolitan,4839,4884048,3537,1302,26.9
2012,Heart Disease,IN,0-79,2005 Fixed,Nonmetropolitan,1719,1411250,1207,512,29.8
2012,Stroke,IN,0-79,2005 Fixed,All,1262,6295298,928,334,26.5
2012,Stroke,IN,0-79,2005 Fixed,Metropolitan,916,4884048,689,227,24.8
2012,Stroke,IN,0-79,2005 Fixed,Nonmetropolitan,346,1411250,238,108,31.2
2012,Unintentional Injury,IN,0-79,2005 Fixed,All,2194,6295298,1169,1025,46.7
2012,Unintentional Injury,IN,0-79,2005 Fixed,Metropolitan,1574,4884048,902,672,42.7
2012,Unintentional Injury,IN,0-79,2005 Fixed,Nonmetropolitan,620,1411250,268,352,56.8
2012,Cancer,IA,0-79,2005 Fixed,All,4201,2928123,3785,419,10
2012,Cancer,IA,0-79,2005 Fixed,Metropolitan,2216,1714877,1983,238,10.7
2012,Cancer,IA,0-79,2005 Fixed,Nonmetropolitan,1985,1213246,1802,184,9.3
2012,Chronic Lower Respiratory Disease,IA,0-79,2005 Fixed,All,901,2928123,562,339,37.6
2012,Chronic Lower Respiratory Disease,IA,0-79,2005 Fixed,Metropolitan,456,1714877,289,167,36.6
2012,Chronic Lower Respiratory Disease,IA,0-79,2005 Fixed,Nonmetropolitan,445,1213246,274,171,38.4
2012,Heart Disease,IA,0-79,2005 Fixed,All,2741,2928123,2353,389,14.2
2012,Heart Disease,IA,0-79,2005 Fixed,Metropolitan,1308,1714877,1226,140,10.7
2012,Heart Disease,IA,0-79,2005 Fixed,Nonmetropolitan,1433,1213246,1127,309,21.6
2012,Stroke,IA,0-79,2005 Fixed,All,422,2928123,464,13,3.1
2012,Stroke,IA,0-79,2005 Fixed,Metropolitan,218,1714877,240,10,4.6
2012,Stroke,IA,0-79,2005 Fixed,Nonmetropolitan,204,1213246,224,4,2
2012,Unintentional Injury,IA,0-79,2005 Fixed,All,905,2928123,551,355,39.2
2012,Unintentional Injury,IA,0-79,2005 Fixed,Metropolitan,450,1714877,317,140,31.1
2012,Unintentional Injury,IA,0-79,2005 Fixed,Nonmetropolitan,455,1213246,234,221,48.6
2012,Cancer,KS,0-79,2005 Fixed,All,3725,2767389,3284,441,11.8
